,brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price
348,dell,Vostro 3,I7,144,inteliris,8,512,0,14,fhd,115990
349,dell,Vostro 3,I3,60,inteliris,4,128,1024,14,hd,62990
350,dell,Vostro 3,I3,60,inteliris,4,0,1024,14,hd,58990
351,dell,Vostro 3,I5,144,inteliris,4,0,1024,16,fhd,78990
352,dell,Vostro 3,I7,144,inteliris,8,512,0,16,fhd,115990
353,dell,Vostro 3,I3,60,inteliris,4,0,1024,16,hd,58990
354,hp,14-cf222,I5,60,inteliris,4,0,1024,14,hd,82990
355,hp,14-cf222,I5,60,inteliris,8,128,1024,14,hd,89990
356,hp,14-dq104,I3,144,inteliris,8,256,0,14,fhd,64990
357,hp,14-dq105,I5,60,inteliris,8,256,0,14,hd,78990
358,hp,15-DW304,I3,60,inteliris,8,256,0,16,hd,64990
359,hp,15-dy107,I7,60,inteliris,8,256,0,16,hd,99990
360,hp,15-dy202,I5,144,inteliris,8,256,0,16,fhd,84990
361,hp,ENVY 13-,I5,144,inteliris,8,256,0,13,fhd,114990
362,hp,ENVY-13m,I7,144,inteliris,8,512,0,13,fhd_touch,137990
363,hp,OMEN-15,I7,144,inteliris,16,512,0,16,fhd,181990
364,hp,Pav 15-e,ry,144,inteliris,8,512,0,16,fhd,91990
365,hp,Pav Gami,ry,144,inteliris,8,256,0,16,fhd,102990
366,hp,Pav Gami,ry,144,inteliris,8,256,0,16,fhd,89990
367,hp,14-dk102,ry,60,inteliris,4,0,1024,14,hd,58990
368,hp,15-dw304,I7,144,inteliris,8,256,0,16,fhd,106990
369,hp,OMEN-15-,I7,144,inteliris,32,512,0,16,fhd,259990
370,lenovo,LEGION 5,I7,144,inteliris,8,512,0,16,fhd,156990
371,lenovo,LEGION 5,ry,144,inteliris,8,256,1024,16,fhd,124990
372,lenovo,15IIL05,I7,144,inteliris,12,512,0,16,fhd,94990
373,lenovo,E41-45,I7,60,inteliris,4,0,1024,14,hd,41990
374,lenovo,Flex14IM,I7,144,inteliris,16,512,0,14,fhd,124990
375,lenovo,IdeaPad ,I5,144,inteliris,8,512,0,14,fhd,79990
376,lenovo,IdeaPad ,I7,60,inteliris,8,0,1024,14,hd,99990
377,lenovo,S540,I7,144,inteliris,16,512,0,13,qhd,129990
378,lenovo,S540,I7,144,inteliris,8,256,0,13,qhd,119990
379,lenovo,slim 7 1,I7,144,inteliris,16,512,0,14,fhd,134990
380,lenovo,V130 Cel,ce,60,inteliris,4,0,1024,16,hd,46990
381,lenovo,V130 Cel,ce,60,inteliris,4,512,0,16,hd,44990
382,lenovo,Yoga 7,I7,144,inteliris,12,512,0,14,fhd,134990
383,msi,GL65-9SD,I7,120,inteliris,16,512,0,16,fhd,164990
384,msi,GS66 Ste,I7,120,inteliris,16,512,0,16,fhd,181990
385,acer,NITRO AN,I5,144,inteliris,8,256,0,16,fhd,117990
386,acer,NITRO AN,ry,144,inteliris,8,256,0,16,fhd,107990
387,acer,NITRO AN,I7,144,inteliris,8,0,1024,16,fhd,134990
388,acer,ASPIRE 7,I7,60,nvidiageforcegtx,16,256,1024,16,hd,126800
389,acer,Nitro 5,I5,60,nvidiageforcegtx,8,256,0,16,hd,116800
390,acer,Nitro 5,I7,144,nvidiageforcertx2060,16,256,0,16,fhd,160800
391,acer,Nitro 5,I5,60,nvidiageforcegtx,8,512,0,16,hd,108800
392,acer,Predator,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,180800
393,acer,Predator,I7,144,nvidiageforcegtx1660,16,256,0,16,fhd,150800
394,acer,Predator,I7,144,inteliris,16,512,0,16,fhd,214800
395,acer,Predator,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,196800
396,acer,Swift 7,I7,144,inteliris,8,51,0,13,fhd,120800
397,apple,Macbook ,I5,144,inteliris,8,128,0,13,retina,146800
398,apple,Macbook ,I5,144,inteliris,8,256,0,13,retina,174800
399,apple,MacBook ,I7,144,inteliris,8,0,512,13,retina,194800
400,apple,MacBook ,I7,144,inteliris,8,256,0,13,retina,146800
401,apple,MacBook ,I7,144,amdradeon,16,0,512,13,fhd,320800
402,apple,MacBook ,I9,144,amdradeon,16,1024,0,13,fhd,384800
403,asus,ROG,I7,144,nvidiageforcegtx,8,512,0,16,fhd,130800
404,asus,ROG Stri,I7,240,nvidiageforcertx2060,16,512,0,16,ips,196800
405,asus,ROG Stri,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd,148800
406,asus,ROG Stri,I7,144,nvidiageforcegtx,16,512,0,16,fhd,172800
407,asus,ROG Stri,I7,144,nvidiageforcertx2070,16,512,0,16,fhd,236800
408,asus,ROG Zeph,ry,120,nvidiageforcegtx1660,16,512,0,16,fhd,156800
409,asus,ROG Zeph,ry,120,nvidiageforcertx2060,16,1024,0,14,fhd,196800
410,asus,ROG Zeph,I7,144,nvidiageforcegtx,8,512,0,16,fhd,168800
411,asus,ROG Zeph,I7,144,nvidiageforcegtx1660,16,1024,0,16,fhd,179800
412,asus,ROG Zeph,I7,240,nvidiageforcertx2070,16,1024,0,16,fhd,228800
413,asus,ROG Zeph,I7,144,nvidiageforcegtx,16,512,0,16,fhd,205000
414,asus,TUF Dash,I7,144,nvidiageforcertx3060,16,512,0,16,fhd,196800
415,asus,TUF Gami,ry,192,nvidiageforcegtx1650,8,512,0,16,ips,130800
416,asus,TUF Gami,I7,144,nvidiageforcegtx1660,16,512,1024,16,fhd,164800
417,asus,TUF i5,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,110800
418,asus,VivoBook,I7,144,amdradeonvega10,8,512,0,16,fhd,102800
419,asus,ZenBook ,I7,144,nvidiageforcegtx,16,512,0,16,fhd,140800
420,asus,ZENBOOK ,I7,144,inteliris,16,512,0,14,fhd,134800
421,bigbyte,Dominant,I7,144,nvidiageforcertx3060,16,1024,0,16,ips,199800
422,bigbyte,Dominant,I7,144,nvidiageforcertx3060,32,1024,0,16,fhd,210800
423,bigbyte,RT20601T,I7,144,nvidiageforcertx2060,16,1024,0,16,fhd,168800
424,bigbyte,Workstat,I7,144,inteliris,64,1024,0,16,fhd,238800
425,bigbyte,Workstat,I7,144,nvidiageforcertx3060,64,2048,0,16,fhd,258800
426,dell,alienwar,I7,60,nvidiageforcegtx,16,256,1024,16,fhd,160800
427,dell,alienwar,I9,120,nvidiageforcegtx,16,256,1024,17,hd,270800
428,dell,alienwar,I7,60,nvidiageforcegtx,16,256,1024,17,fhd,225800
429,dell,alienwar,I7,144,nvidiageforcertx2070,16,512,1024,17,4k,318800
430,dell,G3 15 35,I5,60,nvidiageforcegtx1660,8,512,0,16,fhd,120800
431,dell,G5 15 SE,I7,144,amdradeonrx,16,512,0,16,fhd,158800
432,dell,G5 15 SE,I7,144,amdradeonrx,8,512,0,16,fhd,152800
433,dell,G7 15 75,I7,60,nvidiageforcertx2060,16,128,1024,16,fhd,180800
434,dell,G7 17 77,I7,144,nvidiageforcertx2070,32,1024,0,17,fhd,280800
435,dell,Inspiron,I7,144,amdradeonvega8,16,512,0,16,fhd,114800
436,dell,inspiron,I5,144,inteliris,12,512,0,16,fhd_touch,88800
437,dell,inspiron,I5,144,inteliris,8,256,0,13,fhd,94800
438,dell,Inspiron,I7,144,inteliris,8,8,256,13,fhd,114800
439,dell,Inspiron,I7,192,Intel Uhd ,8,512,0,14,ips,128800
440,dell,Inspiron,I5,144,inteliris,8,256,0,16,fhd_touch,96800
441,dell,Precisio,I7,144,nvidiaquadrot1000,32,512,0,16,4k_touch,238800
442,dell,Precisio,I5,144,nvidiaquadro,64,1024,0,16,fhd,298800
443,dell,XPS 13 7,I5,144,inteliris,8,256,0,13,fhd,144800
444,dell,XPS 13 7,I7,144,inteliris,8,16,512,13,fhd,210800
445,dell,XPS 13 9,I7,144,inteliris,16,512,0,13,4k_touch,210800
446,dell,XPS 13 9,I7,144,inteliris,16,512,0,13,fhd_touch,174800
447,dell,XPS 13 9,I5,144,inteliris,8,256,0,13,fhd_touch,134800
448,dell,XPS 13 9,I7,144,inteliris,8,512,0,13,fhd_touch,158800
449,dell,XPS 13 9,I7,144,inteliris,16,512,0,13,fhd,170800
450,dell,XPS 13 9,I5,144,inteliris,8,256,0,13,fhd,134800
451,dell,XPS 15 7,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd,210800
452,dell,XPS 15 7,I7,144,nvidiageforcegtx,16,512,0,16,fhd,230800
453,dell,XPS 15 9,I5,144,intelhd,8,512,0,15,fhd,174800
454,dell,XPS 15 9,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd,234800
455,dell,XPS 15 9,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd,258800
456,dell,XPS 15 9,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd,268800
457,dell,XPS 15 9,I7,144,nvidiageforcegtx1650,32,512,0,16,fhd,295800
458,dell,XPS 15 9,I7,144,RX Vega M ,16,1024,0,16,4k_touch,290800
459,dell,XPS 9570,I7,144,nvidiageforcegtx,16,512,0,16,fhd,196800
460,dell,XPS 9575,I5,144,amdradeonvega8,8,256,0,16,fhd_touch,154800
461,dreammachines,RX2070-1,I9,144,nvidiageforcertx2070,32,1024,0,17,fhd,378800
462,dreammachines,G1650,I5,144,nvidiageforcegtx,16,1024,0,16,fhd,130800
463,dreammachines,G1650,I5,144,nvidiageforcegtx,16,1024,0,16,fhd,120800
464,dreammachines,G1650,I7,144,nvidiageforcegtx,16,1024,0,16,fhd,149800
465,dreammachines,G1650,I7,144,nvidiageforcegtx,16,1024,0,16,fhd,140800
466,dreammachines,RG2060,I7,144,nvidiageforcertx2060,16,1024,0,16,fhd,170800
467,dreammachines,RT2070-1,ry,144,nvidiageforcertx2070,16,1024,0,16,fhd,190800
468,dreammachines,RT2070-1,ry,144,nvidiageforcertx2070,16,1024,0,16,fhd,216800
469,dreammachines,T1660Ti ,ry,144,nvidiageforcegtx1660,16,1024,0,16,fhd,190800
470,hp,Envy Cor,I7,144,nvidiageforcemx250,16,512,0,13,fhd_touch,170800
471,hp,OMEN 15 ,I7,144,nvidiageforcegtx1660,16,1024,0,16,fhd,176800
472,hp,OMEN 15,I7,144,nvidiageforcegtx1660,16,256,0,16,fhd,150800
473,hp,OMEN 17 ,I7,120,nvidiageforcegtx,16,256,1024,17,fhd,170800
474,hp,Pavilion,I5,192,inteliris,8,256,0,14,ips,88800
475,hp,Pavilion,I7,144,nvidiageforcegtx,8,256,0,6,fhd,106800
476,hp,Pavilion,ry,144,nvidiageforcegtx,16,512,0,16,fhd,134800
477,hp,Pavilion,I7,144,nvidiageforcegtx,8,512,0,16,fhd,146800
478,hp,Pavilion,I5,144,nvidiageforcegtx1660,8,512,0,16,fhd,134800
479,hp,ProBook ,I5,144,inteliris,8,256,0,13,fhd,84800
480,hp,ProBook ,I5,144,inteliris,8,0,500,14,fhd,82800
481,hp,Spectre ,I7,144,inteliris,8,512,0,13,fhd_touch,168800
482,hp,ZBook 15,I7,144,nvidiaquadrom620,32,256,1024,16,fhd,230800
483,hp,ZBook 15,I7,144,amdradeon,16,512,0,16,fhd,230800
484,lenevo,Ideapad ,ry,144,inteliris,8,512,0,16,fhd,79800
485,lenevo,IdeaPad ,I5,144,Intel Uhd ,8,512,0,14,fhd,86800
486,lenevo,IdeaPad ,I5,144,inteliris,8,512,0,16,fhd,88800
487,lenevo,Ideapad ,I5,192,inteliris,8,256,0,13,ips,82800
488,lenevo,IdeaPad ,I5,60,nvidiageforcegtx,8,512,0,16,fhd,108800
489,lenevo,IdeaPad ,I5,192,inteliris,8,512,0,16,ips,90800
490,lenevo,Legion 5,ry,120,nvidiageforcertx2060,8,512,0,16,fhd,154800
491,lenevo,Legion 5,ry,120,nvidiageforcertx2060,16,512,0,16,fhd,160800
492,lenevo,Legion 5,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,190800
493,lenevo,LEGION 5,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,170800
494,lenevo,LEGION 5,I7,144,nvidiageforcertx2060,16,256,0,16,fhd,184800
495,lenevo,LEGION 5,I7,240,nvidiageforcertx2060,16,512,0,16,fhd,196800
496,lenevo,LEGION 5,I7,120,nvidiageforcegtx1650,8,512,0,16,fhd,142800
497,lenevo,LEGION 5,I7,120,nvidiageforcegtx1660,8,512,0,16,fhd,154800
498,lenevo,Legion 7,I7,144,nvidiageforcertx2070,16,1024,0,16,fhd,242800
499,lenevo,Legion Y,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,156800
500,lenevo,Legion Y,I7,60,inteliris,16,512,1024,16,fhd,140800
501,lenevo,Legion Y,I5,144,nvidiageforcegtx,8,128,1024,16,fhd,110800
502,lenevo,Legion Y,I7,144,nvidiageforcertx2070,16,256,1024,15,fhd,230800
503,lenevo,Legion Y,I7,144,nvidiageforcertx2060,16,1024,0,15,fhd,215800
504,lenevo,kPad 13 ,I5,144,inteliris,8,256,0,13,fhd_touch,116800
505,lenevo,kpad E14,I5,192,inteliris,8,0,1024,14,ips,108800
506,lenevo,kpad E14,I7,192,inteliris,8,256,0,14,ips,138800
507,lenevo,kPad X1 ,I7,144,inteliris,16,512,0,14,fhd,205800
508,lenevo,kPad X1 ,I5,144,inteliris,8,256,0,14,fhd,172800
509,lenevo,kPad X1 ,I7,144,inteliris,16,1024,0,14,fhd,262800
510,lenevo,kPad X1 ,I7,144,nvidiageforcegtx,16,512,0,16,fhd,240800
511,lenevo,kPad X39,ry,144,amdradeonvega10,16,512,0,13,fhd_touch,148800
512,lenevo,Yoga 920,I7,144,inteliris,16,1024,0,13,4k_touch,178800
513,lenevo,Yoga 920,I7,144,inteliris,8,256,0,13,fhd_touch,128800
514,lenevo,Yoga Due,I7,144,inteliris,8,512,0,13,fhd_touch,154800
515,apple,Macbook ,I5,144,inteliris,16,512,0,13,retina,262800
516,apple,Macbook ,I5,144,inteliris,8,256,0,13,retina,199800
517,apple,Macbook ,I5,144,inteliris,8,512,0,13,retina,228800
518,microsoft,Surface ,I7,144,nvidiageforcegtx,8,256,0,14,fhd_touch,258800
519,microsoft,Surface ,I5,144,inteliris,8,256,0,12,fhd_touch,168800
520,microsoft,Surface ,I7,144,inteliris,16,512,0,12,fhd_touch,248800
521,microsoft,Surface ,I5,144,inteliris,8,128,0,12,fhd_touch,154800
522,microsoft,Surface ,I5,144,inteliris,8,256,0,12,fhd_touch,178800
523,microsoft,Surface ,I7,144,inteliris,16,256,0,12,fhd_touch,262800
524,microsoft,Surface ,I5,144,inteliris,8,256,0,12,fhd_touch,152800
525,msi,Alpha 15,ry,144,amdradeonrx5,16,512,0,16,fhd,140800
526,msi,GE63 Rai,I7,144,nvidiageforcertx2070,16,512,1024,16,fhd,205800
527,msi,GE63 Rai,I7,120,nvidiageforcegtx,16,256,1024,16,fhd,154800
528,msi,GE63 Rai,I7,144,nvidiageforcertx2060,16,1024,0,16,fhd,196800
529,msi,GF63,I5,60,nvidiageforcegtx,8,512,0,16,fhd,102800
530,msi,GF63,I7,120,nvidiageforcegtx1660,8,512,0,16,fhd,158800
531,msi,GL63,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,154800
532,msi,GL63,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,184800
533,msi,GL63,I5,60,nvidiageforcegtx,8,128,1024,16,fhd,84800
534,msi,P65 Crea,I7,144,nvidiageforcegtx,16,256,0,16,fhd,148800
535,msi,P65 Crea,I7,144,nvidiageforcegtx,16,512,0,16,fhd,154800
536,msi,PS42 Mod,I7,144,nvidiageforcegtx,16,256,0,14,fhd,148800
537,msi,GS65-Ste,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,165800
538,msi,GS65-Ste,I7,240,nvidiageforcertx2060,32,512,0,16,fhd,205800
539,razer,Blade 15,I7,144,nvidiageforcegtx1660,16,256,0,16,fhd,192800
540,razer,Blade 15,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,248800
541,samsung,Odyssey,I7,144,nvidiageforcegtx,16,128,1024,16,fhd,120800
542,acer,Aspire A,I7,144,nvidiageforce,12,256,0,16,fhd,90000
543,acer,ASPIRE E,I3,144,inteliris,4,0,0,16,fhd,48000
544,acer,Aspire V,I7,144,nvidiageforcegtx,16,0,1024,16,fhd,135000
545,acer,Predator,I7,144,nvidiageforcegtx,16,256,1024,16,fhd,170000
546,acer,Predator,I7,144,nvidiageforcegtx,16,512,0,16,fhd,145000
547,acer,Predator,I7,60,inteliris,16,0,0,16,hd,186800
548,acer,R5,I5,144,nvidiageforcemx,8,0,0,16,fhd,77000
549,acer,R5-571TG,I7,144,nvidiageforce,12,0,1024,16,fhd,90000
550,apple,Mac Mini,I3,144,inteliris,8,256,0,13,fhd,158000
551,apple,MacBook ,I5,60,inteliris,8,128,0,13,hd,115000
552,apple,MacBook ,I5,60,inteliris,8,256,0,13,hd,138000
553,apple,MacBook ,I5,144,inteliris,8,256,0,13,fhd,212000
554,apple,MacBook ,I5,144,inteliris,8,512,0,13,fhd,245000
555,apple,MacBook ,I5,144,inteliris,8,128,0,13,fhd,158000
556,apple,MacBook ,I5,144,inteliris,8,256,0,13,fhd,185000
557,asus,ROG G531,I7,144,nvidiageforcegtx1650,8,512,0,13,fhd,140000
558,asus,ROG G752,I7,144,nvidiageforce,8,512,1024,17,fhd,280000
559,asus,ROG GL50,I7,144,nvidiageforcegtx,16,128,1024,16,fhd,195000
560,asus,ROG GL50,I7,144,nvidiageforcegtx,6,256,1024,16,fhd,140000
561,asus,ROG GL50,I7,144,nvidiageforcegtx,16,256,1024,16,fhd,170000
562,asus,ROG GL50,I7,144,nvidiageforcegtx,16,512,0,16,fhd,175000
563,asus,ROG GL55,I7,144,nvidiageforcegtx,16,0,1024,16,fhd,128000
564,asus,ROG GL75,I7,144,nvidiageforcegtx,16,128,1024,16,fhd,135000
565,asus,ROG ZEPH,I7,144,nvidiageforcegtx,16,0,0,16,fhd,210000
566,asus,TUF  fhd,I7,144,AMD Ryzen ,8,0,1024,16,fhd,110000
567,asus,TUF AMD ,I7,144,nvidiageforcegtx,16,256,1024,16,fhd,149999
568,asus,VivoBook,I5,144,inteliris,8,256,0,16,fhd,89000
569,asus,ZenBook ,I7,144,nvidiageforce,16,512,0,14,fhd,140000
570,dell,3580 Lat,I5,144,inteliris,4,0,1024,15,fhd,66500
571,dell,alienwar,I7,144,inteliris,16,256,1024,15,fhd,190800
572,dell,alienwar,I7,144,inteliris,16,512,0,15,fhd,290000
573,dell,G3 3579 ,I7,144,inteliris,16,256,1024,16,fhd,160000
574,dell,G3 3590,I5,60,inteliris,8,0,0,16,hd,124800
575,dell,G5,I7,144,inteliris,8,0,0,16,fhd,164800
576,dell,Inspiron,I7,144,inteliris,8,0,0,14,fhd,79990
577,dell,Inspiron,pe,144,inteliris,4,0,500,15,fhd,34000
578,dell,Inspiron,pe,144,inteliris,4,0,500,16,fhd,29999
579,dell,Inspiron,I7,144,inteliris,8,0,1024,16,fhd,78898
580,dell,Inspiron,I3,144,inteliris,4,0,1024,16,fhd,42995
581,dell,Inspiron,I7,144,inteliris,8,0,1024,16,fhd,65000
582,dell,Inspiron,I7,144,inteliris,8,0,1024,16,fhd,98500
583,dell,Inspiron,I5,60,inteliris,4,0,1024,16,hd,65500
584,dell,Inspiron,I5,144,inteliris,8,256,0,13,fhd,85000
585,dell,Inspiron,I7,144,nvidiageforcegtx,16,128,1024,16,fhd,127000
586,dell,Inspiron,I5,144,nvidiageforcegtx,8,256,0,16,fhd,100000
587,dell,Inspiron,I7,144,nvidiageforcemx,16,512,0,16,fhd,135000
588,dell,Inspiron,I7,144,nvidiageforcemx,16,256,0,15,fhd,135000
589,dell,Inspiron,I7,144,nvidiageforcegtx,16,128,1024,16,fhd,146000
590,dell,Latitude,I3,144,inteliris,4,0,1024,15,fhd,42951
591,hp,15-DA032,I3,144,inteliris,4,0,1024,14,fhd,45600
592,hp,Envy,I7,144,inteliris,8,360,0,13,fhd,115000
593,hp,ENVY 15T,I5,144,inteliris,8,0,0,16,fhd,80000
594,hp,OMEN 15-,I7,144,inteliris,16,128,1024,14,fhd,155000
595,hp,Pavilion,I5,144,nvidiageforce,8,0,1024,14,fhd,77000
596,hp,Pavilion,I5,144,nvidiageforcemx,8,0,1024,16,fhd,76000
597,hp,Pavilion,I5,144,nvidiageforcegtx,8,0,1024,16,fhd,88000
598,hp,Pavilion,I7,144,nvidiageforce,12,256,1024,16,fhd,95000
599,hp,Pavilion,I5,60,inteliris,8,0,0,16,hd,75000
600,hp,ProBook ,I5,144,inteliris,8,0,500,14,fhd,65000
601,hp,Spectre ,I7,144,nvidiageforcemx,16,512,0,16,fhd,185000
602,hp,Spectre ,I7,144,inteliris,16,512,0,13,fhd,175000
603,lenevo,Ideapad ,I3,60,inteliris,4,0,1024,16,hd,39975
604,lenevo,LEGION Y,I7,144,nvidiageforcegtx,16,128,1024,15,fhd,110800
605,lenevo,V110 80T,I5,144,inteliris,4,500,0,16,fhd,53500
606,lenovo,Y720 Leg,I7,144,nvidiageforcegtx,16,256,0,14,fhd,159000
607,lenovo,Yoga 720,I5,144,inteliris,4,128,0,13,fhd,75000
608,lenovo,Yoga 720,I7,144,nvidiageforcegtx,8,512,0,16,fhd,145000
609,lenovo,Yoga 910,I7,144,inteliris,8,256,0,14,fhd,115000
610,macbook,Pro,I7,144,inteliris,8,512,0,16,fhd,330000
611,microsoft surface,Book SX3,I5,144,nvidiageforce,8,256,0,14,fhd,170000
612,microsoft surface,Pro 4,I7,144,inteliris,16,256,0,12,fhd,195000
613,msi,GL63,I7,144,nvidiageforce,6,0,0,16,fhd,178800
614,msi,GS43VR 7,I7,144,nvidiageforcegtx,16,128,1024,14,fhd,175000
615,msi,GS63VR S,I7,144,nvidiageforcegtx,16,256,1024,16,fhd,175000
616,razer blade,Core,I7,144,nvidiageforcegtx,16,512,0,14,fhd,230000
617,razer blade,Pro,I7,144,nvidiageforcegtx,16,256,2048,17,qhd,280000
618,razer blade,Stealth,I7,144,inteliris,16,512,0,13,fhd,145000
619,samsung,Notebook,I7,144,inteliris,8,0,1024,16,fhd,132800
620,acer,Aspire 5,I3,60,inteliris,4,0,1024,16,hd,60000
621,acer,Aspire 5,I3,144,inteliris,4,256,0,14,fhd,61000
622,acer,Swift 3 ,I5,144,inteliris,4,256,0,14,fhd,80000
623,acer,Aspire 5,I5,144,inteliris,8,512,0,16,fhd,86000
624,acer,Swift 3 ,I5,144,nvidiageforcemx,4,256,0,14,fhd,89000
625,acer,Swift 3 ,I5,144,nvidiageforcemx,4,512,0,14,fhd,93000
626,acer,Swift 3,ry,144,amdradeonvega8,8,256,0,14,fhd,95000
627,acer,Swift 3 ,I5,144,nvidiageforcemx,8,256,0,14,fhd,97000
628,acer,Nitro 5,I5,144,nvidiageforcegtx1650,8,128,1024,16,fhd,107000
629,acer,Nitro 5,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,112000
630,acer,Swift 3 ,I7,144,nvidiageforcemx,8,256,0,14,fhd,115000
631,acer,Nitro 5,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd_touch,118000
632,acer,Spin 3,I7,144,inteliris,8,512,0,14,fhd,120000
633,acer,Nitro 5,ry,144,nvidiageforcegtx1650,8,256,0,16,fhd_touch,123000
634,acer,Nitro 5,I5,144,nvidiageforcegtx,8,0,1024,16,fhd,125000
635,acer,Nitro 5,ry,144,nvidiageforcegtx1650,8,512,0,16,fhd,125000
636,acer,Nitro 5,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd,129000
637,acer,Nitro 5,I7,144,nvidiageforcegtx1650,8,0,1024,16,fhd_touch,137000
638,acer,Nitro Sp,I7,144,nvidiageforcegtx,8,0,1024,16,fhd,143000
639,acer,Nitro 5,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd,144000
640,acer,Nitro 5,I7,144,nvidiageforcegtx1650,8,256,0,16,fhd,145000
641,acer,Nitro 5,I5,144,nvidiageforcertx2060,8,0,1024,16,fhd,148000
642,acer,Predator,I5,144,nvidiageforcegtx1660,8,512,0,16,fhd,149000
643,acer,Nitro 5,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd_touch,155000
644,acer,Nitro Sp,I7,144,nvidiageforcegtx,16,256,1024,16,fhd,158000
645,acer,Nitro 5,I7,144,nvidiageforcertx2060,16,256,0,16,fhd,165000
646,acer,Predator,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,169000
647,acer,Predator,I7,144,nvidiageforcegtx1660,16,1024,0,16,fhd,190000
648,acer,Predator,I7,120,nvidiageforcertx2060,16,512,0,16,fhd,195000
649,acer,Predator,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,205000
650,acer,Predator,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,215000
651,acer,Predator,I7,240,nvidiageforcertx2070,16,512,0,16,fhd,235000
652,acer,Predator,I7,144,nvidiageforcertx2070,16,512,0,16,fhd,235000
653,acer,Predator,I7,144,nvidiageforcertx2070,16,512,0,16,fhd,265000
654,asus,VivoBook,ce,144,inteliris,4,256,0,16,fhd,48000
655,asus,VivoBook,ce,144,inteliris,4,256,0,14,fhd_touch,48000
656,asus,VivoBook,ce,144,inteliris,4,128,0,14,fhd,57700
657,asus,VivoBook,I3,144,inteliris,4,256,0,14,fhd,63000
658,asus,VivoBook,I3,144,inteliris,4,256,0,14,fhd,67000
659,asus,vivoBook,I5,144,inteliris,4,256,0,14,fhd_touch,75000
660,asus,VivoBook,I3,144,inteliris,4,256,0,14,fhd,83000
661,asus,VivoBook,I5,144,inteliris,8,256,0,14,fhd,83000
662,asus,VivoBook,ry,144,inteliris,8,256,0,16,fhd,87000
663,asus,vivoBook,I5,144,nvidiageforcemx,4,0,1024,16,fhd,87000
664,asus,VivoBook,I5,144,inteliris,8,512,0,16,fhd,88000
665,asus,VivoBook,I5,144,inteliris,8,256,0,16,fhd,90000
666,asus,VivoBook,I5,144,inteliris,8,256,0,14,fhd,95000
667,asus,VivoBook,I5,144,inteliris,8,512,0,16,fhd,102000
668,asus,VivoBook,I5,144,inteliris,8,512,0,14,fhd_touch,106000
669,asus,VivoBook,I7,144,inteliris,8,512,0,14,fhd,108000
670,asus,VivoBook,I7,144,inteliris,8,256,0,14,fhd,115000
671,asus,VivoBook,I5,144,inteliris,8,512,0,16,fhd_touch,116000
672,asus,VivoBook,ry,144,inteliris,8,512,0,14,fhd,116000
673,asus,VivoBook,I7,144,nvidiageforcemx,8,256,0,14,fhd_touch,120000
674,asus,VivoBook,I5,144,inteliris,8,512,0,14,fhd,120000
675,asus,VivoBook,I7,144,nvidiageforcemx,8,512,0,16,fhd,122000
676,asus,TUF F15 ,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd,122000
677,asus,ZenBook ,I5,144,inteliris,8,512,0,13,fhd,125000
678,asus,ZenBook ,I5,144,inteliris,8,512,0,14,fhd,125000
679,asus,VivoBook,I7,144,nvidiageforcemx,8,512,0,16,fhd,126000
680,asus,ZenBook ,I5,144,inteliris,8,512,0,13,fhd,127000
681,asus,ZenBook ,I5,144,inteliris,8,512,0,14,fhd,127000
682,asus,VivoBook,I7,144,inteliris,16,512,0,14,fhd,131000
683,asus,TUF F15 ,I5,144,nvidiageforcegtx1650,16,512,0,16,fhd_touch,132000
684,asus,S ZenBoo,I5,144,inteliris,8,512,0,14,fhd,134000
685,asus,TUF A15 ,ry,144,nvidiageforcegtx1650,8,512,0,16,fhd,135000
686,asus,VivoBook,I7,144,nvidiageforcemx,8,512,0,16,fhd,135000
687,asus,ROG Stri,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd_touch,137000
688,asus,VivoBook,I7,144,inteliris,8,512,0,14,fhd,138000
689,asus,VivoBook,I7,144,inteliris,16,512,0,16,fhd,141000
690,asus,VivoBook,I7,144,nvidiageforcemx,16,512,0,16,fhd,141000
